Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2003,Female,-,-,-,34.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2008,Female,-,-,-,36.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2000,Female,-,-,-,34.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2005,Female,-,-,-,41,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2007,Female,-,-,-,34.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2009,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2010,Female,-,-,-,38.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2001,Female,-,-,-,38.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2004,Female,-,-,-,41.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2006,Female,-,-,-,39.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2011,Female,-,-,-,34.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2002,Female,-,-,-,37.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2012,Female,-,-,-,31.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2013,Female,-,-,-,32.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2015,Female,-,-,-,27.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2014,Female,-,-,-,30.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2016,Female,-,-,-,31.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,233,Estonia,2017,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2003,Female,-,-,-,30.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2008,Female,-,-,-,33.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2000,Female,-,-,-,27.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2005,Female,-,-,-,32.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2007,Female,-,-,-,32.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2009,Female,-,-,-,34.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2010,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2001,Female,-,-,-,29.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2004,Female,-,-,-,30.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2006,Female,-,-,-,33.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2011,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2002,Female,-,-,-,30.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2012,Female,-,-,-,29.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2013,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2015,Female,-,-,-,33.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2014,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2016,Female,-,-,-,34.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,246,Finland,2017,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2003,Female,-,-,-,32.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2008,Female,-,-,-,36.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2000,Female,-,-,-,31.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2005,Female,-,-,-,36.3,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2007,Female,-,-,-,36.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2009,Female,-,-,-,37.4,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2010,Female,-,-,-,38.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2001,Female,-,-,-,32.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2004,Female,-,-,-,33.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2006,Female,-,-,-,37,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2011,Female,-,-,-,39.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2002,Female,-,-,-,34.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2012,Female,-,-,-,39.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2013,Female,-,-,-,35.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2015,Female,-,-,-,30.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2014,Female,-,-,-,32,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2016,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,250,France,2017,Female,-,-,-,32.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2003,Female,-,-,-,23.1,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2008,Female,-,-,-,25.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2000,Female,-,-,-,20.7,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2005,Female,-,-,-,23.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2007,Female,-,-,-,24.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2009,Female,-,-,-,26.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2010,Female,-,-,-,27.5,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2001,Female,-,-,-,20.6,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2004,Female,-,-,-,22.8,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2006,Female,-,-,-,24.2,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2011,Female,-,-,-,27.9,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;Break in series: Methodology revised,-,-,-,-,-,-
Proportion of women in senior and middle management positions,Developed regions,276,Germany,2002,Female,-,-,-,22,-,-,Percentage,Country data,-,Repository: Eurostat special tabulation;,-,-,-,-,-,-
